name	type	purchase_stage	purchase_amount	purchase_volume	last_purchase_date	consult_count
경북전문대학교	대학보건센터	관심	0	0	-	0
대구과학대학교	대학보건센터	관심	0	0	-	0
선린대학교	대학보건센터	관심	0	0	-	0
경일대학교	대학보건센터	관심	0	0	-	0
우송정보대학	대학보건센터	관심	0	0	-	0
문경대학교	대학보건센터	관심	0	0	-	0
한동대학교	대학보건센터	관심	0	0	-	0
한국복지사이버대학교	대학보건센터	관심	0	0	-	0
성운대학교	대학보건센터	관심	0	0	-	0
수성대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 IV 대학 대전캠퍼스	대학보건센터	관심	0	0	-	0
한국폴리텍 IV 대학 충남캠퍼스	대학보건센터	관심	0	0	-	0
건양사이버대학교	대학보건센터	관심	0	0	-	0
영남대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VI 대학 구미캠퍼스	대학보건센터	관심	0	0	-	0
영산대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VII 대학 울산캠퍼스	대학보건센터	관심	0	0	-	0
대동대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VII 대학 부산캠퍼스	대학보건센터	관심	0	0	-	0
동서대학교	대학보건센터	관심	0	0	-	0
부산디지털대학교	대학보건센터	관심	0	0	-	0
경남정보대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 V 대학 익산캠퍼스	대학보건센터	관심	0	0	-	0
한국농수산대학교	대학보건센터	관심	0	0	-	0
전주기전대학	대학보건센터	관심	0	0	-	0
백제예술대학교	대학보건센터	관심	0	0	-	0
한일장신대학교	대학보건센터	관심	0	0	-	0
전남도립대학교	대학보건센터	관심	0	0	-	0
동아대학교	대학보건센터	관심	0	0	-	0
부산장신대학교	대학보건센터	관심	0	0	-	0
군장대학교	대학보건센터	관심	0	0	-	0
기독간호대학교	대학보건센터	관심	0	0	-	0
동원과학기술대학교	대학보건센터	관심	0	0	-	0
한국에너지공과대학교	대학보건센터	관심	0	0	-	0
국립목포해양대학교	대학보건센터	관심	0	0	-	0
나주대학교	대학보건센터	관심	0	0	-	0
한영대학교	대학보건센터	관심	0	0	-	0
광주과학기술원	대학보건센터	관심	0	0	-	0
서영대학교(광주캠퍼스)	대학보건센터	관심	0	0	-	0
호남대학교	대학보건센터	관심	0	0	-	0
명지대학교(인문캠퍼스)	대학보건센터	관심	0	0	-	0
고려대학교(세종캠퍼스)	대학보건센터	관심	0	0	-	0
목포가톨릭대학교	대학보건센터	관심	0	0	-	0
정화예술대학교	대학보건센터	관심	0	0	-	0
세한대학교	대학보건센터	관심	0	0	-	0
신안산대학교	대학보건센터	관심	0	0	-	0
안동과학대학교	대학보건센터	관심	0	0	-	0
재능대학교	대학보건센터	관심	0	0	-	0
이승주	전문기관	관심	0	0	-	0
정소록	전문기관	관심	0	0	-	0
박현미	전문기관	관심	0	0	-	0
조선대학교	대학보건센터	관심	0	0	-	0
경기대학교(서울캠퍼스)	대학보건센터	관심	0	0	-	0
경희대학교(국제캠퍼스)	대학보건센터	관심	0	0	-	0
서울기독대학교	대학보건센터	관심	0	0	-	0
남서울대학교	대학보건센터	관심	0	0	-	0
신성대학교	대학보건센터	관심	0	0	-	0
서영대학교(파주캠퍼스)	대학보건센터	관심	0	0	-	0
진주교육대학교	대학보건센터	관심	0	0	-	0
송원대학교	대학보건센터	관심	0	0	-	0
한국영상대학교	대학보건센터	고려	0	0	-	0
한국폴리텍 IV 대학 아산캠퍼스	대학보건센터	관심	0	0	-	0
홍익대학교(세종캠퍼스)	대학보건센터	관심	0	0	-	0
숭의여자대학교	대학보건센터	관심	0	0	-	0
선문대학교	대학보건센터	관심	0	0	-	0
호원대학교	대학보건센터	관심	0	0	-	0
한양대학교	대학보건센터	관심	0	0	-	0
한양사이버대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 특성화대학 로봇캠퍼스	대학보건센터	관심	0	0	-	0
구미대학교	대학보건센터	관심	0	0	-	0
연세대학교(국제캠퍼스)	대학보건센터	관심	0	0	-	0
인제대학교	대학보건센터	관심	0	0	-	0
수원가톨릭대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 특성화대학 항공캠퍼스	대학보건센터	관심	0	0	-	0
명지대학교(자연캠퍼스)	대학보건센터	관심	0	0	-	0
공주교육대학교	대학보건센터	관심	0	0	-	0
KC대학교	대학보건센터	관심	0	0	-	0
대구경북과학기술원	대학보건센터	관심	0	0	-	0
원광보건대학교	대학보건센터	관심	0	0	-	0
한국성서대학교	대학보건센터	관심	0	0	-	0
화신사이버대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 II 대학 인천캠퍼스	대학보건센터	관심	0	0	-	0
강원도립대학교	대학보건센터	관심	0	0	-	0
충주시보건소	보건소	구매	0	1	2024-03-27	22
한국폴리텍 V 대학 전남캠퍼스	대학보건센터	관심	0	0	-	0
한라대학교	대학보건센터	관심	0	0	-	0
강동대학교	대학보건센터	고려	0	0	-	1
안양대학교	대학보건센터	관심	0	0	-	0
우송대학교	대학보건센터	관심	0	0	-	0
우석대학교	대학보건센터	관심	0	0	-	0
한신대학교	대학보건센터	관심	0	0	-	0
강릉시보건소	보건소	고려	0	0	-	29
고성군보건소	보건소	고려	0	0	-	17
동해시보건소	보건소	고려	0	0	-	2
삼척시보건소	보건소	고려	0	0	-	11
속초시보건소	보건소	관심	0	0	-	10
양구군보건소	보건소	고려	0	0	-	2
양양군보건소	보건소	고려	0	0	-	5
영월군보건소	보건소	고려	0	0	-	63
인제군보건소	보건소	고려	0	0	-	5
철원군보건소	보건소	고려	0	0	-	32
평창군보건소	보건소	고려	0	0	-	39
홍천군보건소	보건소	고려	0	0	-	59
가평군보건소	보건소	고려	0	0	-	14
과천시보건소	보건소	고려	0	0	-	16
광명시보건소	보건소	고려	0	0	-	62
구리시보건소	보건소	고려	0	0	-	9
동두천시보건소	보건소	고려	0	0	-	7
부천시보건소	보건소	고려	0	0	-	8
성남시보건소	보건소	관심	0	0	-	1
수원시보건소	보건소	고려	0	0	-	11
안산시보건소	보건소	고려	0	0	-	6
안성시보건소	보건소	고려	0	0	-	55
안양시보건소	보건소	고려	0	0	-	4
양주시보건소	보건소	고려	0	0	-	9
여주시보건소	보건소	고려	0	0	-	78
연천군보건소	보건소	고려	0	0	-	2
의왕시보건소	보건소	고려	0	0	-	66
의정부시보건소	보건소	고려	0	0	-	7
파주시보건소	보건소	고려	0	0	-	13
평택시보건소	보건소	고려	0	0	-	15
포천시보건소	보건소	고려	0	0	-	7
하남시보건소	보건소	고려	0	0	-	8
화성시보건소	보건소	고려	0	0	-	79
거제시보건소	보건소	고려	0	0	-	22
거창군보건소	보건소	고려	0	0	-	34
고성군보건소	보건소	고려	0	0	-	17
밀양시보건소	보건소	고려	0	0	-	18
산청군보건소	보건소	인지	0	0	-	0
양산시보건소	보건소	고려	0	0	-	31
의령군보건소	보건소	고려	0	0	-	25
창녕군보건소	보건소	고려	0	0	-	27
창원시보건소	보건소	고려	0	0	-	3
하동군보건소	보건소	관심	0	0	-	8
함안군보건소	보건소	고려	0	0	-	4
합천군보건소	보건소	고려	0	0	-	8
경산시보건소	보건소	고려	0	0	-	8
고령군보건소	보건소	고려	0	0	-	4
김천시보건소	보건소	고려	0	0	-	9
문경시보건소	보건소	고려	0	0	-	39
봉화군보건소	보건소	고려	0	0	-	8
상주시보건소	보건소	고려	0	0	-	7
영덕군보건소	보건소	고려	0	0	-	8
영양군보건소	보건소	고려	0	0	-	20
영천시보건소	보건소	고려	0	0	-	18
예천군보건소	보건소	고려	0	0	-	19
울진군보건소	보건소	고려	0	0	-	56
의성군보건소	보건소	고려	0	0	-	6
청도군보건소	보건소	고려	0	0	-	24
청송군보건소	보건소	고려	0	0	-	62
칠곡군보건소	보건소	고려	0	0	-	19
동구보건소	보건소	고려	0	0	-	9
동구보건소	보건소	고려	0	0	-	9
서구보건소	보건소	고려	0	0	-	9
대덕구보건소	보건소	고려	0	0	-	7
동구보건소	보건소	고려	0	0	-	9
서구보건소	보건소	고려	0	0	-	9
유성구보건소	보건소	고려	0	0	-	1
강서구보건소	보건소	고려	0	0	-	10
금정구보건소	보건소	고려	0	0	-	6
남구보건소	보건소	고려	0	0	-	10
동구보건소	보건소	고려	0	0	-	9
동래구보건소	보건소	고려	0	0	-	1
부산진구보건소	보건소	고려	0	0	-	8
북구보건소	보건소	고려	0	0	-	13
사상구보건소	보건소	고려	0	0	-	5
사하구보건소	보건소	고려	0	0	-	4
서구보건소	보건소	고려	0	0	-	9
수영구보건소	보건소	고려	0	0	-	7
연제구보건소	보건소	관심	0	0	-	1
영도구보건소	보건소	고려	0	0	-	6
중구보건소	보건소	고려	0	0	-	31
해운대구보건소	보건소	고려	0	0	-	15
강서구보건소	보건소	고려	0	0	-	10
관악구보건소	보건소	고려	0	0	-	48
구로구보건소	보건소	고려	0	0	-	15
금천구보건소	보건소	고려	0	0	-	13
노원구보건소	보건소	고려	0	0	-	8
도봉구보건소	보건소	고려	0	0	-	64
동작구보건소	보건소	고려	0	0	-	17
성북구보건소	보건소	고려	0	0	-	42
은평구보건소	보건소	고려	0	0	-	13
중랑구보건소	보건소	고려	0	0	-	8
세종시보건소	보건소	고려	0	0	-	9
동구보건소	보건소	고려	0	0	-	9
북구보건소	보건소	고려	0	0	-	13
중구보건소	보건소	고려	0	0	-	31
강화군보건소	보건소	고려	0	0	-	49
계양구보건소	보건소	고려	0	0	-	3
남동구보건소	보건소	고려	0	0	-	19
동구보건소	보건소	고려	0	0	-	9
미추홀구보건소	보건소	인지	0	0	-	0
부평구보건소	보건소	고려	0	0	-	8
서구보건소	보건소	고려	0	0	-	9
연수구보건소	보건소	고려	0	0	-	7
고흥군보건소	보건소	고려	0	0	-	7
곡성군보건소	보건소	고려	0	0	-	6
광양시보건소	보건소	고려	0	0	-	3
구례군보건소	보건소	관심	0	0	-	7
나주시보건소	보건소	고려	0	0	-	4
담양군보건소	보건소	고려	0	0	-	4
목포시보건소	보건소	관심	0	0	-	5
보성군보건소	보건소	고려	0	0	-	3
순천시보건소	보건소	고려	0	0	-	7
신안군보건소	보건소	관심	0	0	-	2
영광군보건소	보건소	고려	0	0	-	7
완도군보건소	보건소	고려	0	0	-	13
장성군보건소	보건소	관심	0	0	-	2
장흥군보건소	보건소	인지	0	0	-	0
진도군보건소	보건소	고려	0	0	-	18
해남군보건소	보건소	관심	0	0	-	8
화순군보건소	보건소	관심	0	0	-	2
고창군보건소	보건소	고려	0	0	-	11
남원시보건소	보건소	고려	0	0	-	3
순창군보건소	보건소	인지	0	0	-	0
완주군보건소	보건소	고려	0	0	-	15
임실군보건소	보건소	고려	0	0	-	23
장수군보건소	보건소	고려	0	0	-	3
전주시보건소	보건소	고려	0	0	-	6
정읍시보건소	보건소	고려	0	0	-	11
진안군보건소	보건소	고려	0	0	-	15
계룡시보건소	보건소	고려	0	0	-	2
공주시보건소	보건소	고려	0	0	-	3
논산시보건소	보건소	고려	0	0	-	6
당진시보건소	보건소	고려	0	0	-	10
부여군보건소	보건소	관심	0	0	-	4
서천군보건소	보건소	고려	0	0	-	15
천안시보건소	보건소	고려	0	0	-	6
청양군보건소	보건소	인지	0	0	-	0
태안군보건소	보건소	인지	0	0	-	0
단양군보건소	보건소	고려	0	0	-	16
보은군보건소	보건소	관심	0	0	-	4
옥천군보건소	보건소	고려	0	0	-	7
음성군보건소	보건소	고려	0	0	-	35
제천시보건소	보건소	고려	0	0	-	21
진천군보건소	보건소	관심	0	0	-	4
강릉시정신건강복지센터	전문기관	인지	0	0	-	0
고성군정신건강복지센터	전문기관	인지	0	0	-	0
속초시정신건강복지센터	전문기관	인지	0	0	-	0
양구군정신건강복지센터	전문기관	인지	0	0	-	0
양양군정신건강복지센터	전문기관	인지	0	0	-	0
영월군정신건강복지센터	전문기관	인지	0	0	-	0
원주시정신건강복지센터	전문기관	인지	0	0	-	0
인제군정신건강복지센터	전문기관	인지	0	0	-	0
정선군정신건강복지센터	전문기관	인지	0	0	-	0
철원군정신건강복지센터	전문기관	인지	0	0	-	0
춘천시정신건강복지센터	전문기관	인지	0	0	-	0
태백시정신건강복지센터	전문기관	인지	0	0	-	0
평창군정신건강복지센터	전문기관	인지	0	0	-	0
홍천군정신건강복지센터	전문기관	인지	0	0	-	0
화천군정신건강복지센터	전문기관	인지	0	0	-	0
횡성군정신건강복지센터	전문기관	관심	0	0	-	1
가평군정신건강복지센터	전문기관	인지	0	0	-	0
고양시정신건강복지센터	전문기관	관심	0	0	-	6
과천시정신건강복지센터	전문기관	고려	0	0	-	3
광명시정신건강복지센터	전문기관	인지	0	0	-	0
광주시정신건강복지센터	전문기관	인지	0	0	-	0
구리시정신건강복지센터	전문기관	인지	0	0	-	0
남양주시정신건강복지센터	전문기관	관심	0	0	-	1
부천시정신건강복지센터	전문기관	고려	0	0	-	2
성남시정신건강복지센터	전문기관	인지	0	0	-	0
수원시정신건강복지센터	전문기관	인지	0	0	-	0
시흥시정신건강복지센터	전문기관	고려	0	0	-	1
안산시정신건강복지센터	전문기관	고려	0	0	-	1
안양시정신건강복지센터	전문기관	인지	0	0	-	0
양주시정신건강복지센터	전문기관	고려	0	0	-	1
양평군정신건강복지센터	전문기관	인지	0	0	-	0
여주시정신건강복지센터	전문기관	인지	0	0	-	0
연천군정신건강복지센터	전문기관	인지	0	0	-	0
오산시정신건강복지센터	전문기관	관심	0	0	-	1
용인시정신건강복지센터	전문기관	관심	0	0	-	1
의왕시정신건강복지센터	전문기관	인지	0	0	-	0
의정부시정신건강복지센터	전문기관	인지	0	0	-	0
이천시정신건강복지센터	전문기관	고려	0	0	-	6
파주시정신건강복지센터	전문기관	인지	0	0	-	0
포천시정신건강복지센터	전문기관	인지	0	0	-	0
하남시정신건강복지센터	전문기관	인지	0	0	-	0
화성시정신건강복지센터	전문기관	인지	0	0	-	0
거제시정신건강복지센터	전문기관	인지	0	0	-	0
거창군정신건강복지센터	전문기관	인지	0	0	-	0
고성군정신건강복지센터	전문기관	인지	0	0	-	0
김해시정신건강복지센터	전문기관	인지	0	0	-	0
남해군정신건강복지센터	전문기관	인지	0	0	-	0
밀양시정신건강복지센터	전문기관	인지	0	0	-	0
사천시정신건강복지센터	전문기관	인지	0	0	-	0
산청군정신건강복지센터	전문기관	인지	0	0	-	0
양산시정신건강복지센터	전문기관	인지	0	0	-	0
의령군정신건강복지센터	전문기관	인지	0	0	-	0
진주시정신건강복지센터	전문기관	인지	0	0	-	0
창녕군정신건강복지센터	전문기관	인지	0	0	-	0
통영시정신건강복지센터	전문기관	인지	0	0	-	0
하동군정신건강복지센터	전문기관	인지	0	0	-	0
함안군정신건강복지센터	전문기관	인지	0	0	-	0
함양군정신건강복지센터	전문기관	인지	0	0	-	0
합천군정신건강복지센터	전문기관	인지	0	0	-	0
경산시정신건강복지센터	전문기관	인지	0	0	-	0
경주시정신건강복지센터	전문기관	인지	0	0	-	0
고령군정신건강복지센터	전문기관	인지	0	0	-	0
구미시정신건강복지센터	전문기관	인지	0	0	-	0
군위군정신건강복지센터	전문기관	인지	0	0	-	0
김천시정신건강복지센터	전문기관	인지	0	0	-	0
문경시정신건강복지센터	전문기관	인지	0	0	-	0
상주시정신건강복지센터	전문기관	인지	0	0	-	0
성주군정신건강복지센터	전문기관	인지	0	0	-	0
안동시정신건강복지센터	전문기관	고려	0	0	-	9
영덕군정신건강복지센터	전문기관	인지	0	0	-	0
영양군정신건강복지센터	전문기관	인지	0	0	-	0
